,,,Julgane,CrocodyleTV,ZeratoR,_Linca,DFG_DrFeelgood,nemenems,SakorRos,Wingobear,Mynth0s,Elspawn,Pepito_kawazakii,Bytell2,Angle_Droit,NakaStream,Onutrem,TheGuill84,aypierre,Grimkujow,Brybry___,nisqylegoat,LadySundae,Theorus_,Mickaplow,JimmyBoyyy,KennyStream,Horty_,Brybry_,GotagaTV,Bebesukita,Fukano,ChloeRamdani,AntoineDaniel_,Maxouzboub,Terraciid,HarryLafranc,Etoiles,Gom4rt_,Kaatsup,HexakiI
ampharos,normal,isShiny,False,0,0,0,False,0,False,0.0,0,0,0,0,0,0,0,0,0,False,0.0,0,0,0,0,False,False,False,0,0,0,False,0,0,0,0,0,False,0,0,0
ampharos,normal,status,CAUGHT,0,0,0,CAUGHT,0,CAUGHT,0.0,0,0,0,0,0,0,0,0,0,CAUGHT,0.0,0,0,0,0,CAUGHT,CAUGHT,CAUGHT,0,0,0,CAUGHT,0,0,0,0,0,CAUGHT,0,0,0
annihilape,normal,caughtTimestamp,0,0,0,0,1739304646847,0,0,0.0,0,0,0,0,0,0,0,0,0,1739389405299,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
annihilape,normal,discoveredTimestamp,0,0,0,0,1739304646847,0,0,0.0,0,0,0,0,0,0,0,0,0,1739389405299,0.0,0,0,0,0,0,0,0,0,0,0,1739305035708,0,0,0,0,0,0,0,0,0
annihilape,normal,isShiny,0,0,0,0,False,0,0,0.0,0,0,0,0,0,0,0,0,0,False,0.0,0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0
annihilape,normal,status,0,0,0,0,CAUGHT,0,0,0.0,0,0,0,0,0,0,0,0,0,CAUGHT,0.0,0,0,0,0,0,0,0,0,0,0,SEEN,0,0,0,0,0,0,0,0,0
applin,normal,caughtTimestamp,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1739300554774
applin,normal,discoveredTimestamp,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,1739315945013,0,0,0,0,0,0,0,0,1739300554774
applin,normal,isShiny,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0
applin,normal,status,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,SEEN,0,0,0,0,0,0,0,0,CAUGHT
araquanid,normal,caughtTimestamp,1739500543871,0,1739474588923,0,1739398497330,1739466656524,1739461237148,0.0,0,0,0,1739492362775,1739493505323,0,0,1739491958551,0,1739389226059,0.0,0,0,0,0,0,1739309663001,0,0,1739332433381,0,0,0,1739491601733,0,0,0,0,0,0,0
araquanid,normal,discoveredTimestamp,1739500543871,0,1739474588923,0,1739398497330,1739466656524,1739461237148,0.0,0,0,0,1739492362775,1739493505323,0,0,1739491958551,0,1739389226059,0.0,0,0,0,0,0,1739309663001,0,0,1739332433381,0,1739335693392,0,1739491601733,0,0,0,0,0,0,0
araquanid,normal,isShiny,False,0,False,0,False,False,False,0.0,0,0,0,False,False,0,0,False,0,False,0.0,0,0,0,0,0,False,0,0,False,0,False,0,False,0,0,0,0,0,0,0
araquanid,normal,status,CAUGHT,0,CAUGHT,0,CAUGHT,CAUGHT,CAUGHT,0.0,0,0,0,CAUGHT,CAUGHT,0,0,CAUGHT,0,CAUGHT,0.0,0,0,0,0,0,CAUGHT,0,0,CAUGHT,0,SEEN,0,CAUGHT,0,0,0,0,0,0,0
arbok,normal,caughtTimestamp,1739502141511,0,0,1739463492457,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1739309900877,0,0,0,0,0,0,0
arbok,normal,discoveredTimestamp,1739502141511,0,0,1739463492457,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1739309900877,0,0,0,0,0,0,0
arbok,normal,isShiny,False,0,0,False,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,0,0
arbok,normal,status,CAUGHT,0,0,CAUGHT,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,CAUGHT,0,0,0,0,0,0,0
arcanine,hisui,caughtTimestamp,1739501012154,0,1739482970880,0,0,0,0,0.0,0,0,0,0,1739497708311,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,1739326551857,0,1739486272082,0,0,0,0,0,0,0
arcanine,hisui,discoveredTimestamp,1739501012154,0,1739482970880,0,0,0,0,0.0,0,0,0,0,1739497708311,0,0,0,0,0,0.0,0,0,0,0,0,0,0,1739333324457,0,0,1739326551857,0,1739486272082,0,0,0,0,0,0,0
arcanine,hisui,isShiny,False,0,False,0,0,0,0,0.0,0,0,0,0,False,0,0,0,0,0,0.0,0,0,0,0,0,0,0,False,0,0,False,0,False,0,0,0,0,0,0,0
arcanine,hisui,status,CAUGHT,0,CAUGHT,0,0,0,0,0.0,0,0,0,0,CAUGHT,0,0,0,0,0,0.0,0,0,0,0,0,0,0,SEEN,0,0,CAUGHT,0,CAUGHT,0,0,0,0,0,0,0
arcanine,normal,caughtTimestamp,0,0,0,0,1739385113741,0,1739315032630,0.0,0,0,0,0,0,1739312743762,1739452464390,0,0,0,0.0,1739471309143,0,0,0,0,1739467045475,0,1739413178528,1739404254963,1739489959989,1739326540244,1739406801199,0,0,0,0,1739321863902,1739333248081,0,1739491172982
arcanine,normal,discoveredTimestamp,1739315267698,0,0,0,1739385113741,0,1739315032630,0.0,0,0,0,0,0,1739312743762,1739452464390,0,0,0,0.0,1739471309143,0,0,0,0,1739467045475,0,1739333326101,1739404254963,1739489959989,1739315262038,1739406801199,0,0,0,0,1739321863902,1739333248081,0,1739491172982
arcanine,normal,isShiny,False,0,0,0,False,0,False,0.0,0,0,0,0,0,False,False,0,0,0,0.0,False,0,0,0,0,False,0,False,False,False,False,False,0,0,0,0,False,False,0,False
arcanine,normal,status,SEEN,0,0,0,CAUGHT,0,CAUGHT,0.0,0,0,0,0,0,CAUGHT,CAUGHT,0,0,0,0.0,CAUGHT,0,0,0,0,CAUGHT,0,CAUGHT,CAUGHT,CAUGHT,CAUGHT,CAUGHT,0,0,0,0,CAUGHT,CAUGHT,0,CAUGHT
arceus,normal,caughtTimestamp,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1739481684923,0,0,0,0,0,0,0
arceus,normal,discoveredTimestamp,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1739481684923,0,0,0,0,0,0,0
arceus,normal,isShiny,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0,0,0
arceus,normal,status,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,CAUGHT,0,0,0,0,0,0,0
ariados,normal,caughtTimestamp,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1739387014349,0,0,0,1739412789481,1739324537239,0,0
ariados,normal,discoveredTimestamp,1739412307943,0,0,0,0,1739323098770,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1739387014349,0,0,0,1739412789481,1739324537239,0,0
ariados,normal,isShiny,False,0,0,0,0,False,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,False,0,0,0,False,False,0,0
ariados,normal,status,SEEN,0,0,0,0,SEEN,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,CAUGHT,0,0,0,CAUGHT,CAUGHT,0,0
armarouge,normal,caughtTimestamp,0,0,0,0,0,0,0,0.0,0,0,0,0,0,1739391230259,0,0,0,1739380306476,0.0,0,0,0,0,0,0,0,1739490360924,0,0,0,0,0,0,0,0,0,0,0,0
armarouge,normal,discoveredTimestamp,0,0,0,0,0,0,0,0.0,0,0,0,0,0,1739391230259,0,0,0,1739380306476,0.0,0,0,0,0,0,0,0,1739490360924,0,0,0,0,0,0,0,0,0,0,0,0
armarouge,normal,isShiny,0,0,0,0,0,0,0,0.0,0,0,0,0,0,False,0,0,0,False,0.0,0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0,0,0
armarouge,normal,status,0,0,0,0,0,0,0,0.0,0,0,0,0,0,CAUGHT,0,0,0,CAUGHT,0.0,0,0,0,0,0,0,0,CAUGHT,0,0,0,0,0,0,0,0,0,0,0,0
aron,normal,caughtTimestamp,1739396797120,0,0,1739375496795,1739468861436,0,0,0.0,0,0,0,1739454462461,0,0,1739460191472,1739399159469,0,0,0.0,0,1739319589520,0,0,0,1739462325520,0,1739409666194,1739328519630,0,1739439083778,0,1739475285495,0,0,0,0,0,0,0
aron,normal,discoveredTimestamp,1739396797120,0,0,1739375496795,1739468861436,0,0,0.0,0,0,0,1739454462461,0,0,1739460191472,1739399159469,0,0,0.0,0,1739319589520,0,0,0,1739462325520,0,1739409666194,1739328519630,0,1739439083778,0,1739475275274,0,0,0,0,0,0,0
aron,normal,isShiny,False,0,0,False,False,0,0,0.0,0,0,0,False,0,0,False,False,0,0,0.0,0,False,0,0,0,False,0,False,False,0,False,0,False,0,0,0,0,0,0,0
aron,normal,status,CAUGHT,0,0,CAUGHT,CAUGHT,0,0,0.0,0,0,0,CAUGHT,0,0,CAUGHT,CAUGHT,0,0,0.0,0,CAUGHT,0,0,0,CAUGHT,0,CAUGHT,CAUGHT,0,CAUGHT,0,CAUGHT,0,0,0,0,0,0,0
arrokuda,normal,caughtTimestamp,1739389238145,1739323971691,0,0,0,1739459559898,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,1739474542790,1739398192814,0,0,0,1739313385499,0,1739323709897,0,0,0,1739421798872,0,0,1739368444871
arrokuda,normal,discoveredTimestamp,1739389227060,1739323971691,0,0,0,1739459559898,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,1739474507631,1739398192814,0,0,0,1739313385499,0,1739323709897,0,0,0,1739421798872,0,0,1739368444871
arrokuda,normal,isShiny,False,False,0,0,0,False,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,False,False,0,0,0,True,0,False,0,0,0,False,0,0,False
arrokuda,normal,status,CAUGHT,CAUGHT,0,0,0,CAUGHT,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,CAUGHT,CAUGHT,0,0,0,CAUGHT,0,CAUGHT,0,0,0,CAUGHT,0,0,CAUGHT
avalugg,normal,caughtTimestamp,0,0,0,0,1739489041580,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,1739480753847,0,0,1739479800235,0,0,0,0,1739428804379,0,1739317178431,0,0,0,1739391030325,1739325947285,0,0
avalugg,normal,discoveredTimestamp,0,0,0,0,1739489041580,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,1739480753847,0,0,1739479800235,0,0,0,0,1739428758499,0,1739317178431,0,0,0,1739391030325,1739325947285,0,0
avalugg,normal,isShiny,0,0,0,0,False,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,False,0,0,False,0,0,0,0,False,0,False,0,0,0,True,False,0,0
avalugg,normal,status,0,0,0,0,CAUGHT,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,CAUGHT,0,0,CAUGHT,0,0,0,0,CAUGHT,0,CAUGHT,0,0,0,CAUGHT,CAUGHT,0,0
axew,normal,caughtTimestamp,0,0,0,0,0,0,1739469223974,0.0,0,0,0,0,0,0,1739484145822,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
axew,normal,discoveredTimestamp,0,0,0,0,0,0,1739469223974,0.0,0,0,0,0,0,0,1739484145822,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
axew,normal,isShiny,0,0,0,0,0,0,False,0.0,0,0,0,0,0,0,False,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
axew,normal,status,0,0,0,0,0,0,CAUGHT,0.0,0,0,0,0,0,0,CAUGHT,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
azumarill,normal,caughtTimestamp,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1739425905781,0,0,1739446859382
azumarill,normal,discoveredTimestamp,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1739425905781,0,0,1739446859382
azumarill,normal,isShiny,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,0,0,False
azumarill,normal,status,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CAUGHT,0,0,CAUGHT
azurill,normal,caughtTimestamp,0,0,0,1739302340435,1739318743675,0,0,0.0,0,0,0,0,0,0,1739302346233,0,0,0,0.0,0,0,0,0,0,1739464060226,0,0,0,0,0,0,0,0,0,0,0,0,0,1739355919217
azurill,normal,discoveredTimestamp,0,0,0,1739302340435,1739318743675,0,0,0.0,0,0,0,0,0,0,1739302346233,0,0,0,0.0,0,0,0,0,0,1739464060226,0,0,0,0,0,0,0,0,0,0,0,0,0,1739355919217
azurill,normal,isShiny,0,0,0,False,False,0,0,0.0,0,0,0,0,0,0,False,0,0,0,0.0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0,0,0,0,False
azurill,normal,status,0,0,0,CAUGHT,CAUGHT,0,0,0.0,0,0,0,0,0,0,CAUGHT,0,0,0,0.0,0,0,0,0,0,CAUGHT,0,0,0,0,0,0,0,0,0,0,0,0,0,CAUGHT
banette,normal,caughtTimestamp,1739411670484,1739314081795,1739477754484,1739485714570,1739470175527,1739400142253,1739493217428,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,1739433734829,1739494504683,1739476900981,0,0,0,1739315540453,0,0,1739490858882
banette,normal,discoveredTimestamp,1739411670484,1739314081795,1739477754484,1739485714570,1739470175527,1739325028947,1739493217428,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,1739433734829,1739494504683,1739476900981,0,0,0,1739315540453,0,0,1739490858882
banette,normal,isShiny,False,False,False,False,False,False,False,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,False,False,False,0,0,0,False,0,0,False
banette,normal,status,CAUGHT,CAUGHT,CAUGHT,CAUGHT,CAUGHT,CAUGHT,CAUGHT,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,CAUGHT,CAUGHT,CAUGHT,0,0,0,CAUGHT,0,0,CAUGHT
barbaracle,normal,caughtTimestamp,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,1739428678484,0,0,0,0,0,0,0,0,0,0,0
barbaracle,normal,discoveredTimestamp,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,1739428678484,0,0,0,0,0,0,0,0,0,0,0
barbaracle,normal,isShiny,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0,0
barbaracle,normal,status,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,CAUGHT,0,0,0,0,0,0,0,0,0,0,0
barboach,normal,caughtTimestamp,1739406218512,0,0,0,0,0,1739450698236,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,1739403557166,0,0,0,0,0,0,0,0,0,0,1739472611975
barboach,normal,discoveredTimestamp,1739406218512,0,0,0,0,0,1739450698236,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,1739403557166,0,0,0,0,0,0,0,0,0,0,1739472611975
barboach,normal,isShiny,False,0,0,0,0,0,False,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0,False
barboach,normal,status,CAUGHT,0,0,0,0,0,CAUGHT,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,CAUGHT,0,0,0,0,0,0,0,0,0,0,CAUGHT
barraskewda,normal,caughtTimestamp,1739408778887,0,0,0,0,1739462310626,1739464334177,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,1739498693980,0,1739491980202,0,0,0,0,0,0,0,0,1739445345830
barraskewda,normal,discoveredTimestamp,1739408778887,0,0,0,0,1739462310626,1739464334177,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,1739498625407,0,1739491980202,0,0,0,0,0,0,0,0,1739445345830
barraskewda,normal,isShiny,False,0,0,0,0,False,False,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,False,0,True,0,0,0,0,0,0,0,0,False
barraskewda,normal,status,CAUGHT,0,0,0,0,CAUGHT,CAUGHT,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,CAUGHT,0,CAUGHT,0,0,0,0,0,0,0,0,CAUGHT
